SMILES_x,Original_SMILES,O_ATSC1pe,O_MATS2c,O_SlogP_VSA2,SMILES_y,P_ATSC1pe,P_MATS2c,P_SlogP_VSA2,AvgSimilarity,SMILES,ATSC1pe,MATS2c,SlogP_VSA2
C=CCN=NC=C/C=C/CC,CO/N=C/CCNNCC=N,0.36917776,-0.352123768,6.544756406,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.714629824,C=CCN=NC=C/C=C/CC,0.36917776,-0.352123768,6.544756406
CC=C=CCCN=NCC=N,CO/N=C/CCNNCC=N,0.240780556,-0.297497813,19.30411339,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.77805136,CC=C=CCCN=NCC=N,0.240780556,-0.297497813,19.30411339
CC/C=C/CCNNCC=O,CO/N=C/CCNNCC=N,0.14878546,-0.362209458,19.37567333,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.746527103,CC/C=C/CCNNCC=O,0.14878546,-0.362209458,19.37567333
C=C/C=C/CCNN=CC=O,CO/N=C/CCNNCC=N,0.20725482,-0.356212858,19.04551751,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.793595007,C=C/C=C/CCNN=CC=O,0.20725482,-0.356212858,19.04551751
CC/C=C/CCNN=C=C=O,CO/N=C/CCNNCC=N,0.20725482,-0.324733288,18.35591448,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.7557228,CC/C=C/CCNN=C=C=O,0.20725482,-0.324733288,18.35591448
C=CCONCC/C=C/CC,CO/N=C/CCNNCC=N,0.543171811,-0.355659022,13.15163837,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.714606808,C=CCONCC/C=C/CC,0.543171811,-0.355659022,13.15163837
CC/C=C/CC=NOC=C=N,CO/N=C/CCNNCC=N,0.44377656,-0.306087551,12.08439964,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.702109075,CC/C=C/CC=NOC=C=N,0.44377656,-0.306087551,12.08439964
CC=C=CC=CNOCC=O,CO/N=C/CCNNCC=N,0.393742149,-0.413614198,12.89304249,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.77800778,CC=C=CC=CNOCC=O,0.393742149,-0.413614198,12.89304249
CCC=C=CCNOC=C=O,CO/N=C/CCNNCC=N,0.393742149,-0.483079706,12.48611541,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.728554258,CCC=C=CCNOC=C=O,0.393742149,-0.483079706,12.48611541
C=CCNOCC/C=C/CC,CO/N=C/CCNNCC=N,0.543171811,-0.363974611,13.15163837,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.721978784,C=CCNOCC/C=C/CC,0.543171811,-0.363974611,13.15163837
C=CC=C=CCONCC=C,CO/N=C/CCNNCC=N,0.494149826,-0.419059101,13.15163837,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.719149009,C=CC=C=CCONCC=C,0.494149826,-0.419059101,13.15163837
C=C/C=C/CCONC=C=N,CO/N=C/CCNNCC=N,0.32191569,-0.339758378,12.47668103,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.796170767,C=C/C=C/CCONC=C=N,0.32191569,-0.339758378,12.47668103
CC=C=CCCONC=C=N,CO/N=C/CCNNCC=N,0.32191569,-0.326500838,12.47668103,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.784417629,CC=C=CCCONC=C=N,0.32191569,-0.326500838,12.47668103
CC/C=C/C=CONC=C=N,CO/N=C/CCNNCC=N,0.32191569,-0.362523323,5.869799063,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.720882802,CC/C=C/C=CONC=C=N,0.32191569,-0.362523323,5.869799063
CC=C=CCCON=CC=N,CO/N=C/CCNNCC=N,0.44377656,-0.282514219,19.03608312,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.781662779,CC=C=CCCON=CC=N,0.44377656,-0.282514219,19.03608312
C=C/C=C/CCON=CC=N,CO/N=C/CCNNCC=N,0.44377656,-0.296822236,19.03608312,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.794347191,C=C/C=C/CCON=CC=N,0.44377656,-0.296822236,19.03608312
C=C/C=C/C=CONCC=O,CO/N=C/CCNNCC=N,0.393742149,-0.386689107,12.83091693,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.798209283,C=C/C=C/C=CONCC=O,0.393742149,-0.386689107,12.83091693
CC=C=C=CCOOCC=N,CO/N=C/CCNNCC=N,0.778469421,-0.353601819,19.42836451,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.740230289,CC=C=C=CCOOCC=N,0.778469421,-0.353601819,19.42836451
CC/C=C/CCOOCC=O,CO/N=C/CCNNCC=N,0.94291936,-0.384102133,19.49992445,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.728624231,CC/C=C/CCOOCC=O,0.94291936,-0.384102133,19.49992445
C=CCNNC=C=C=NCC,CO/N=C/CCNNCC=N,0.195047222,-0.294529729,18.95931188,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.725732571,C=CCNNC=C=C=NCC,0.195047222,-0.294529729,18.95931188
C=CCNN=CC/C=N/C=C,CO/N=C/CCNNCC=N,0.303663889,-0.256251831,18.97395756,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.798184545,C=CCNN=CC/C=N/C=C,0.303663889,-0.256251831,18.97395756
CCN=C=CCN=NCC=N,CO/N=C/CCNNCC=N,0.25000189,-0.261539573,31.71866886,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.7186654,CCN=C=CCN=NCC=N,0.25000189,-0.261539573,31.71866886
CC/N=C/CCN=NC=C=N,CO/N=C/CCNNCC=N,0.25000189,-0.268915946,25.17391245,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.788230268,CC/N=C/CCN=NC=C=N,0.25000189,-0.268915946,25.17391245
CC/N=C/C=CN=NCC=N,CO/N=C/CCNNCC=N,0.25000189,-0.256859566,25.51871397,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.773414855,CC/N=C/C=CN=NCC=N,0.25000189,-0.256859566,25.51871397
C=C/N=C/CC=NNCC=O,CO/N=C/CCNNCC=N,0.196758471,-0.324349902,25.26011809,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.784285083,C=C/N=C/CC=NNCC=O,0.196758471,-0.324349902,25.26011809
CC/N=C/CC=NNC=C=O,CO/N=C/CCNNCC=N,0.196758471,-0.326406869,24.91531657,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.790321292,CC/N=C/CC=NNC=C=O,0.196758471,-0.326406869,24.91531657
C=CCONCC/C=N/CC,CO/N=C/CCNNCC=N,0.571544719,-0.309586274,25.91099536,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.770091633,C=CCONCC/C=N/CC,0.571544719,-0.309586274,25.91099536
C=C=CONC=C/C=N/CC,CO/N=C/CCNNCC=N,0.49341569,-0.339446346,12.75935699,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.715667674,C=C=CONC=C/C=N/CC,0.49341569,-0.339446346,12.75935699
CC/N=C/CCNOCC=N,CO/N=C/CCNNCC=N,0.397533284,-0.297694875,32.12559594,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.789196072,CC/N=C/CCNOCC=N,0.397533284,-0.297694875,32.12559594
CCN=C=CC=NOCC=N,CO/N=C/CCNNCC=N,0.41984938,-0.296077571,31.45063859,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.777701068,CCN=C=CC=NOCC=N,0.41984938,-0.296077571,31.45063859
CC/N=C/C=C=NOCC=N,CO/N=C/CCNNCC=N,0.41984938,-0.270815453,31.45063859,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.755305573,CC/N=C/C=C=NOCC=N,0.41984938,-0.270815453,31.45063859
C=CCCOCC/C=N/CC,CO/N=C/CCNNCC=N,0.198596811,-0.254181337,25.97312091,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.715519494,C=CCCOCC/C=N/CC,0.198596811,-0.254181337,25.97312091
C=CCNOCC/C=N/CC,CO/N=C/CCNNCC=N,0.571544719,-0.313040575,25.91099536,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.773153957,C=CCNOCC/C=N/CC,0.571544719,-0.313040575,25.91099536
C=CC=NOCC/C=N/C=C,CO/N=C/CCNNCC=N,0.61527656,-0.276510153,19.03608312,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.704945893,C=CC=NOCC/C=N/C=C,0.61527656,-0.276510153,19.03608312
CC/N=C/CCONCC=N,CO/N=C/CCNNCC=N,0.397533284,-0.279945268,32.12559594,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.773460605,CC/N=C/CCONCC=N,0.397533284,-0.279945268,32.12559594
CC/N=C/CCON=C=C=N,CO/N=C/CCNNCC=N,0.41984938,-0.24306915,31.10583708,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.733417894,CC/N=C/CCON=C=C=N,0.41984938,-0.24306915,31.10583708
CC/N=C/CCONCC=O,CO/N=C/CCNNCC=N,0.45928864,-0.32463157,32.19715588,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.774098378,CC/N=C/CCONCC=O,0.45928864,-0.32463157,32.19715588
CC/N=C/CCON=C=C=O,CO/N=C/CCNNCC=N,0.500753515,-0.289954959,31.17739702,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.730675184,CC/N=C/CCON=C=C=O,0.500753515,-0.289954959,31.17739702
C=C/N=C/C=COOCC=N,CO/N=C/CCNNCC=N,0.71661542,-0.307674271,19.03608312,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.706448878,C=C/N=C/C=COOCC=N,0.71661542,-0.307674271,19.03608312
C=CN=C=CCOOCC=O,CO/N=C/CCNNCC=N,0.79096475,-0.368055011,25.36972352,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.773087205,C=CN=C=CCOOCC=O,0.79096475,-0.368055011,25.36972352
C=NC=C=CCCOCC=O,CO/N=C/CCNNCC=N,0.09395124,-0.355388694,26.21744061,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.700190612,C=NC=C=CCCOCC=O,0.09395124,-0.355388694,26.21744061
C=CCNNCC/C=C/NC,CO/N=C/CCNNCC=N,0.1704,-0.275471868,20.13718479,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.701764524,C=CCNNCC/C=C/NC,0.1704,-0.275471868,20.13718479
CN/C=C/C=CN=NCC=O,CO/N=C/CCNNCC=N,0.196758471,-0.313141536,19.87858891,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.757188758,CN/C=C/C=CN=NCC=O,0.196758471,-0.313141536,19.87858891
C=CCONCC/C=C/NC,CO/N=C/CCNNCC=N,0.467737311,-0.28390763,20.19931035,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.786585735,C=CCONCC/C=C/NC,0.467737311,-0.28390763,20.19931035
C=CCON=CC/C=C/N=C,CO/N=C/CCNNCC=N,0.61527656,-0.307372828,19.5389987,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.739573566,C=CCON=CC/C=C/N=C,0.61527656,-0.307372828,19.5389987
C=C=CONCC/C=C/N=C,CO/N=C/CCNNCC=N,0.49341569,-0.36044568,13.26227256,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.741551251,C=C=CONCC/C=C/N=C,0.49341569,-0.36044568,13.26227256
C=CCONC=C/C=C/N=C,CO/N=C/CCNNCC=N,0.49341569,-0.391425885,13.32439812,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.743101769,C=CCONC=C/C=C/N=C,0.49341569,-0.391425885,13.32439812
CN/C=C/CC=NOC=C=N,CO/N=C/CCNNCC=N,0.281535744,-0.275474942,19.13207163,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.795880423,CN/C=C/CC=NOC=C=N,0.281535744,-0.275474942,19.13207163
C=C=CCOCCC=C=NC,CO/N=C/CCNNCC=N,0.164828993,-0.290741106,26.13123498,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.713130689,C=C=CCOCCC=C=NC,0.164828993,-0.290741106,26.13123498
C=C=CCOCC/C=C/N=C,CO/N=C/CCNNCC=N,0.164828993,-0.323519006,19.93128009,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.735938421,C=C=CCOCC/C=C/N=C,0.164828993,-0.323519006,19.93128009
C=CCNOCC/C=C/NC,CO/N=C/CCNNCC=N,0.467737311,-0.286705473,20.19931035,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.789066092,C=CCNOCC/C=C/NC,0.467737311,-0.286705473,20.19931035
C=CC=NOCC/C=C/N=C,CO/N=C/CCNNCC=N,0.61527656,-0.334494376,19.5389987,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.763617492,C=CC=NOCC/C=C/N=C,0.61527656,-0.334494376,19.5389987
C=CC=NOCCC=C=NC,CO/N=C/CCNNCC=N,0.61527656,-0.295256258,25.73895359,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.745235818,C=CC=NOCCC=C=NC,0.61527656,-0.295256258,25.73895359
C=C=CNOC=C/C=C/NC,CO/N=C/CCNNCC=N,0.37155482,-0.344853459,7.047671983,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.713481894,C=C=CNOC=C/C=C/NC,0.37155482,-0.344853459,7.047671983
C=CC=NOCC=C=CNC,CO/N=C/CCNNCC=N,0.49341569,-0.270324175,19.86915453,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.757125954,C=CC=NOCC=C=CNC,0.49341569,-0.270324175,19.86915453
CN/C=C/C=CON=CC=N,CO/N=C/CCNNCC=N,0.281535744,-0.262439387,19.47687314,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.789306472,CN/C=C/C=CON=CC=N,0.281535744,-0.262439387,19.47687314
C=CCOOCC=C=CN=C,CO/N=C/CCNNCC=N,0.949969421,-0.405509003,19.93128009,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.716737179,C=CCOOCC=C=CN=C,0.949969421,-0.405509003,19.93128009
CNC=C=C=COOCC=N,CO/N=C/CCNNCC=N,0.562382086,-0.32803216,19.86915453,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.78003501,CNC=C=C=COOCC=N,0.562382086,-0.32803216,19.86915453
CN/C=C/CCOOCC=O,CO/N=C/CCNNCC=N,0.77709566,-0.315055706,26.54759643,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.715219138,CN/C=C/CCOOCC=O,0.77709566,-0.315055706,26.54759643
CNC=C=C=COOCC=O,CO/N=C/CCNNCC=N,0.61921975,-0.359081923,19.94071447,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.790043339,CNC=C=C=COOCC=O,0.61921975,-0.359081923,19.94071447
C=NC=C=CCOOCC=O,CO/N=C/CCNNCC=N,0.79096475,-0.429990542,26.21744061,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.728476411,C=NC=C=CCOOCC=O,0.79096475,-0.429990542,26.21744061
C=CCCCCC/C=N/NC,CO/N=C/CCNNCC=N,0.304615696,-0.303257907,13.26227256,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.758252975,C=CCCCCC/C=N/NC,0.304615696,-0.303257907,13.26227256
C=C=CC=CCC/C=N/NC,CO/N=C/CCNNCC=N,0.27450976,-0.341373206,13.26227256,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.762614067,C=C=CC=CCC/C=N/NC,0.27450976,-0.341373206,13.26227256
C=C=CCCC=C/C=N/NC,CO/N=C/CCNNCC=N,0.27450976,-0.358307613,13.26227256,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.77762684,C=C=CCCC=C/C=N/NC,0.27450976,-0.358307613,13.26227256
C=CCC=CC=C/C=N/NC,CO/N=C/CCNNCC=N,0.27450976,-0.355899524,13.26227256,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.775492009,C=CCC=CC=C/C=N/NC,0.27450976,-0.355899524,13.26227256
C=CCC=C=CC/C=N/NC,CO/N=C/CCNNCC=N,0.27450976,-0.353225647,13.26227256,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.773121551,C=CCC=C=CC/C=N/NC,0.27450976,-0.353225647,13.26227256
C=CC=CCCC/C=N/N=C,CO/N=C/CCNNCC=N,0.36917776,-0.312505344,12.93211674,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.771804667,C=CC=CCCC/C=N/N=C,0.36917776,-0.312505344,12.93211674
C=N/N=C/CCC=CCC=N,CO/N=C/CCNNCC=N,0.240780556,-0.224693938,19.14671732,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.71123454,C=N/N=C/CCC=CCC=N,0.240780556,-0.224693938,19.14671732
C=N/N=C/CC=CCCC=N,CO/N=C/CCNNCC=N,0.240780556,-0.225418321,19.14671732,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.711876723,C=N/N=C/CC=CCCC=N,0.240780556,-0.225418321,19.14671732
CN/N=C/CCCCCC=O,CO/N=C/CCNNCC=N,0.252592867,-0.248863129,19.54843309,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.75001267,CN/N=C/CCCCCC=O,0.252592867,-0.248863129,19.54843309
CN/N=C/C=CCCC=C=O,CO/N=C/CCNNCC=N,0.20725482,-0.253373997,19.20363157,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.704710557,CN/N=C/C=CCCC=C=O,0.20725482,-0.253373997,19.20363157
C=NN=C=CCCCCC=O,CO/N=C/CCNNCC=N,0.32911569,-0.202226184,18.87347574,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.773717074,C=NN=C=CCCCCC=O,0.32911569,-0.202226184,18.87347574
C=N/N=C/CCCCC=C=O,CO/N=C/CCNNCC=N,0.32911569,-0.168608158,18.87347574,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.743913859,C=N/N=C/CCCCC=C=O,0.32911569,-0.168608158,18.87347574
CN/N=C/CC=CCC=C=O,CO/N=C/CCNNCC=N,0.20725482,-0.256849632,19.20363157,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.707791794,CN/N=C/CC=CCC=C=O,0.20725482,-0.256849632,19.20363157
CN/N=C/C=C=CCCC=O,CO/N=C/CCNNCC=N,0.20725482,-0.301945564,19.54843309,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.752752849,CN/N=C/C=C=CCCC=O,0.20725482,-0.301945564,19.54843309
C=CCNCCC/C=N/NC,CO/N=C/CCNNCC=N,0.2635,-0.242615481,26.35178537,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.76445594,C=CCNCCC/C=N/NC,0.2635,-0.242615481,26.35178537
C=CCNCCC=C=NN=C,CO/N=C/CCNNCC=N,0.303663889,-0.20555192,25.67682803,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.778529384,C=CCNCCC=C=NN=C,0.303663889,-0.20555192,25.67682803
C=N/N=C/CCCN=CC=N,CO/N=C/CCNNCC=N,0.25000189,-0.250187123,31.9060743,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.707177261,C=N/N=C/CCCN=CC=N,0.25000189,-0.250187123,31.9060743
CNN=C=CCCN=CC=O,CO/N=C/CCNNCC=N,0.196758471,-0.313612582,31.96298855,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.710930021,CNN=C=CCCN=CC=O,0.196758471,-0.313612582,31.96298855
C=N/N=C/CC=CNCC=O,CO/N=C/CCNNCC=N,0.196758471,-0.294085157,25.76303366,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.751512379,C=N/N=C/CC=CNCC=O,0.196758471,-0.294085157,25.76303366
CN/N=C/C=CCN=CC=O,CO/N=C/CCNNCC=N,0.196758471,-0.35476742,32.30779007,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.74484735,CN/N=C/C=CCN=CC=O,0.196758471,-0.35476742,32.30779007
C=C=COCC=C/C=N/NC,CO/N=C/CCNNCC=N,0.29741569,-0.242566449,19.86915453,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.792880018,C=C=COCC=C/C=N/NC,0.29741569,-0.242566449,19.86915453
C=C=COCCC=C=NNC,CO/N=C/CCNNCC=N,0.29741569,-0.209327247,19.52435301,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.758430247,C=C=COCCC=C=NNC,0.29741569,-0.209327247,19.52435301
C=C=COCCC/C=N/N=C,CO/N=C/CCNNCC=N,0.41927656,-0.204270445,19.5389987,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.73453186,C=C=COCCC/C=N/N=C,0.41927656,-0.204270445,19.5389987
C=N/N=C/CCCOC=C=N,CO/N=C/CCNNCC=N,0.22384938,-0.253172286,25.40879776,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.745884954,C=N/N=C/CCCOC=C=N,0.22384938,-0.253172286,25.40879776
CN/N=C/CCCOCC=O,CO/N=C/CCNNCC=N,0.26328864,-0.321136143,32.76219701,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.776765706,CN/N=C/CCCOCC=O,0.26328864,-0.321136143,32.76219701
CN/N=C/C=CCOC=C=O,CO/N=C/CCNNCC=N,0.150520181,-0.353780094,25.81051353,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.758685662,CN/N=C/C=CCOC=C=O,0.150520181,-0.353780094,25.81051353
CNN=C=CCCOC=C=O,CO/N=C/CCNNCC=N,0.150520181,-0.328490898,25.46571202,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.740299879,CNN=C=CCCOC=C=O,0.150520181,-0.328490898,25.46571202
C=CCCNCC/C=N/NC,CO/N=C/CCNNCC=N,0.2635,-0.278989776,26.35178537,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.796702655,C=CCCNCC/C=N/NC,0.2635,-0.278989776,26.35178537
C=CC=CNCC/C=N/N=C,CO/N=C/CCNNCC=N,0.303663889,-0.230464535,19.47687314,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.782590613,C=CC=CNCC/C=N/N=C,0.303663889,-0.230464535,19.47687314
C=C=CCNC=C/C=N/NC,CO/N=C/CCNNCC=N,0.195047222,-0.28354833,19.80702897,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.728246828,C=C=CCNC=C/C=N/NC,0.195047222,-0.28354833,19.80702897
C=C=CCNCC=C=NNC,CO/N=C/CCNNCC=N,0.195047222,-0.258950228,26.00698386,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.715891973,C=C=CCNCC=C=NNC,0.195047222,-0.258950228,26.00698386
C=CCCNC=C/C=N/N=C,CO/N=C/CCNNCC=N,0.303663889,-0.247146179,19.47687314,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.797379304,C=CCCNC=C/C=N/N=C,0.303663889,-0.247146179,19.47687314
CN/N=C/CC=NC=CC=O,CO/N=C/CCNNCC=N,0.196758471,-0.272171891,25.76303366,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.732085724,CN/N=C/CC=NC=CC=O,0.196758471,-0.272171891,25.76303366
C=N/N=C/CC=NCCC=O,CO/N=C/CCNNCC=N,0.335072107,-0.255830758,31.97763424,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.794798766,C=N/N=C/CC=NCCC=O,0.335072107,-0.255830758,31.97763424
CN/N=C/CCNNCC=N,CO/N=C/CCNNCC=N,0.204756213,-0.31346031,32.56638595,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.714155624,CN/N=C/CCNNCC=N,0.204756213,-0.31346031,32.56638595
CN/N=C/C=CNN=CC=N,CO/N=C/CCNNCC=N,0.17992314,-0.325144775,25.69147372,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.763422006,CN/N=C/C=CNN=CC=N,0.17992314,-0.325144775,25.69147372
CN/N=C/CC=NNC=C=N,CO/N=C/CCNNCC=N,0.17992314,-0.309037013,25.34667221,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.753213514,CN/N=C/CC=NNC=C=N,0.17992314,-0.309037013,25.34667221
C=NN=C=CCNNCC=N,CO/N=C/CCNNCC=N,0.17992314,-0.337256353,31.89142861,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.715973793,C=NN=C=CCNNCC=N,0.17992314,-0.337256353,31.89142861
C=N/N=C/C=CNNCC=N,CO/N=C/CCNNCC=N,0.17992314,-0.351144647,25.69147372,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.786471538,C=N/N=C/C=CNNCC=N,0.17992314,-0.351144647,25.69147372
CN/N=C/CCNNCC=O,CO/N=C/CCNNCC=N,0.240236,-0.360498596,32.6379459,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.790020645,CN/N=C/CCNNCC=O,0.240236,-0.360498596,32.6379459
C=NN=C=CCNNCC=O,CO/N=C/CCNNCC=N,0.22724195,-0.410884344,31.96298855,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.767735925,C=NN=C=CCNNCC=O,0.22724195,-0.410884344,31.96298855
CNN=C=CCNN=CC=O,CO/N=C/CCNNCC=N,0.22724195,-0.341590955,31.96298855,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.765531666,CNN=C=CCNN=CC=O,0.22724195,-0.341590955,31.96298855
C=CCONCC/C=N/NC,CO/N=C/CCNNCC=N,0.692098669,-0.34983102,26.41391093,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.765477886,C=CCONCC/C=N/NC,0.692098669,-0.34983102,26.41391093
C=C=CONCC/C=N/N=C,CO/N=C/CCNNCC=N,0.693135744,-0.365651041,19.47687314,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.769589202,C=C=CONCC/C=N/N=C,0.693135744,-0.365651041,19.47687314
C=CCON=CC=C=NNC,CO/N=C/CCNNCC=N,0.693135744,-0.306256134,25.73895359,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.73423575,C=CCON=CC=C=NNC,0.693135744,-0.306256134,25.73895359
C=CCON=CC/C=N/N=C,CO/N=C/CCNNCC=N,0.83144938,-0.307471236,25.75359928,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.7078631,C=CCON=CC/C=N/N=C,0.83144938,-0.307471236,25.75359928
C=C=CONC=C/C=N/NC,CO/N=C/CCNNCC=N,0.554822107,-0.397709879,13.26227256,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.711648323,C=C=CONC=C/C=N/NC,0.554822107,-0.397709879,13.26227256
CN/N=C/CCNOCC=N,CO/N=C/CCNNCC=N,0.469036,-0.333757097,32.62851151,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.773887993,CN/N=C/CCNOCC=N,0.469036,-0.333757097,32.62851151
CN/N=C/CCNOCC=O,CO/N=C/CCNNCC=N,0.511182639,-0.382449004,32.70007146,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.785220017,CN/N=C/CCNOCC=O,0.511182639,-0.382449004,32.70007146
C=NN=C=CCNOCC=O,CO/N=C/CCNNCC=N,0.490425,-0.447908589,32.02511411,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.751693992,C=NN=C=CCNOCC=O,0.490425,-0.447908589,32.02511411
CNN=C=CC=NOCC=O,CO/N=C/CCNNCC=N,0.490425,-0.386262403,32.02511411,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.796352167,CNN=C=CC=NOCC=O,0.490425,-0.386262403,32.02511411
C=N/N=C/CCNOC=C=O,CO/N=C/CCNNCC=N,0.490425,-0.485648867,25.41823215,CO/N=C/CCNNCC=N,0.341,-0.376,23.068,0.792358252,C=N/N=C/CCNOC=C=O,0.490425,-0.485648867,25.41823215
